env_reset_duration_sec,env_step_duration_sec,episode_duration,episode_length,episode_return,evaluator_episodes,evaluator_steps,select_action_duration_sec,steps_per_second
0.0011327266693115234,0.0014240643978118896,2.422281503677368,1000,623.8889,356,356000,0.000959512710571289,412.9348521881106
0.0014803409576416016,0.0016798055171966552,2.76646089553833,1000,634.3132,361,361000,0.0010566699504852295,361.56340615971806
0.0018389225006103516,0.0016586761474609375,2.7756505012512207,1000,670.69293,365,365000,0.0010858211517333985,360.37233025687254
0.0014574527740478516,0.0013638343811035157,2.3037068843841553,1000,145.25012,370,370000,0.000913245677947998,434.1934550857149
0.0015461444854736328,0.0011846113204956054,2.0590555667877197,1000,658.43463,375,375000,0.000848233699798584,485.8018090809861
0.0010919570922851562,0.0012966716289520264,2.2323238849639893,1000,639.622,380,380000,0.0009063148498535157,448.0948482015114
0.0021691322326660156,0.0013802571296691894,2.3590445518493652,1000,659.012,385,385000,0.0009494524002075195,424.0085046261495
0.0029726028442382812,0.002010148048400879,3.233245849609375,1000,93.012215,389,389000,0.001189427137374878,309.3612234888018
0.0011768341064453125,0.0020759036540985106,3.3073174953460693,1000,712.5991,393,393000,0.0011993534564971925,302.4258578584682
0.0019571781158447266,0.001728715181350708,2.7889018058776855,1000,655.9039,397,397000,0.0010288972854614257,358.6421973100536
0.002694368362426758,0.0019524476528167724,3.108825922012329,1000,709.36127,401,401000,0.001124659538269043,321.72815481105596
0.0026454925537109375,0.0017476668357849121,2.847877264022827,1000,692.8602,405,405000,0.0010693624019622802,351.22026378967166
0.0015091896057128906,0.001598651647567749,2.629795789718628,1000,127.06939,409,409000,0.0010026087760925293,380.36276940976853
0.0024526119232177734,0.0019513826370239258,3.1469573974609375,1000,626.44916,413,413000,0.0011610736846923827,317.83580567772435
0.002617359161376953,0.0019156396389007567,3.059905767440796,1000,20.984657,417,417000,0.0011116232872009277,326.87402569336655
0.002117633819580078,0.0018954834938049317,3.0784099102020264,1000,681.93115,421,421000,0.001147773027420044,324.90553517877765
0.0021419525146484375,0.0019234857559204102,3.0856244564056396,1000,708.7796,425,425000,0.0011312339305877685,324.1538142889381
0.0011980533599853516,0.0019216938018798827,3.1151578426361084,1000,673.47876,429,429000,0.0011621108055114746,321.08243327936674
0.0009167194366455078,0.0013466618061065674,2.312441825866699,1000,637.5277,434,434000,0.0009359524250030517,432.54954107076816
0.0013201236724853516,0.0012965316772460937,2.233978509902954,1000,663.6023,439,439000,0.000911135196685791,447.7486196485695
0.0014123916625976562,0.0019534010887145995,3.157150983810425,1000,665.4392,443,443000,0.0011705360412597656,316.8148591563924
0.0009331703186035156,0.0013965911865234375,2.3431663513183594,1000,191.08833,448,448000,0.0009203894138336182,426.887440566797
0.0016846656799316406,0.0013509700298309326,2.3051280975341797,1000,660.49695,453,453000,0.0009266035556793213,433.93219705963446
0.0014662742614746094,0.0019275496006011964,3.1559455394744873,1000,712.14465,457,457000,0.0011932487487792969,316.9398254690373
0.0014188289642333984,0.0015478026866912842,2.5929577350616455,1000,721.45624,461,461000,0.0010134031772613525,385.7776286531248
0.001146078109741211,0.001546060562133789,2.586345911026001,1000,689.45074,466,466000,0.0010110981464385986,386.7536962315087
0.0014584064483642578,0.0018086142539978027,2.9962453842163086,1000,714.4328,470,470000,0.0011553640365600587,333.82884035518276
0.0018451213836669922,0.0015368592739105225,2.587688684463501,1000,669.4519,474,474000,0.001021289348602295,386.5508486729014
0.0020380020141601562,0.001480062484741211,2.509463310241699,1000,645.27423,478,478000,0.0009996414184570313,398.6090938439696
0.001119852066040039,0.0015540308952331544,2.569037914276123,1000,695.4218,482,482000,0.000987030029296875,389.3323248927488
0.001004934310913086,0.0015642321109771728,2.5648417472839355,1000,689.6267,487,487000,0.0009730379581451416,389.98976095378964
0.0018324851989746094,0.0014023852348327636,2.3664326667785645,1000,692.25616,492,492000,0.0009363336563110352,422.6645019697217
0.0026743412017822266,0.0013362364768981934,2.2743194103240967,1000,701.4941,497,497000,0.0009095323085784912,439.8102850055591
0.002131938934326172,0.0014530394077301024,2.4499809741973877,1000,699.49054,501,501000,0.0009667389392852783,408.2714432585682
0.0014188289642333984,0.001427717924118042,2.395414352416992,1000,717.53973,505,505000,0.0009390225410461425,417.5646376858919
0.0013089179992675781,0.001486271619796753,2.479153871536255,1000,681.736,510,510000,0.0009648339748382568,403.4558869220317
0.0014104843139648438,0.001791940927505493,2.9703874588012695,1000,699.6374,515,515000,0.0011474387645721436,336.73223049344557
0.0016415119171142578,0.0015249843597412108,2.557281255722046,1000,721.84827,519,519000,0.001001211166381836,391.13396943482536
0.002578258514404297,0.0015860836505889892,2.6251890659332275,1000,690.7114,524,524000,0.001008321523666382,381.01055315470495
0.0017189979553222656,0.001664663553237915,2.7187979221343994,1000,719.4656,528,528000,0.0010253963470458983,367.89290794406014
0.0018603801727294922,0.0013528125286102295,2.3236443996429443,1000,681.63794,533,533000,0.000941124677658081,430.47032812926886
0.001317739486694336,0.0014484145641326905,2.4451470375061035,1000,691.13275,538,538000,0.0009691512584686279,409.0759912327149
0.002138853073120117,0.0018121116161346435,2.93017578125,1000,701.0844,542,542000,0.0010876634120941162,341.3462504888084
0.0012378692626953125,0.0018923368453979492,3.02630615234375,1000,725.7987,546,546000,0.0011026885509490968,330.501814161126
0.0017561912536621094,0.0016720566749572753,2.71976375579834,1000,696.85834,550,550000,0.0010188088417053224,367.8283816469923
0.0017163753509521484,0.0014535644054412841,2.4265074729919434,1000,22.15892,554,554000,0.0009413969516754151,412.2017822258187
0.0013000965118408203,0.001576582908630371,2.6132073402404785,1000,674.1513,559,559000,0.0010087506771087646,382.75605450365094
0.0018563270568847656,0.0012561080455780029,2.1731441020965576,1000,698.64325,563,563000,0.0008902683258056641,460.2866893179197
0.0010406970977783203,0.0012915349006652832,2.213247537612915,1000,712.8843,568,568000,0.0008953046798706054,451.93890797751203
0.0019767284393310547,0.0015654168128967285,2.582921266555786,1000,682.1978,572,572000,0.000987847089767456,387.2590482002854
0.0018649101257324219,0.0018507075309753419,2.9982244968414307,1000,678.52155,576,576000,0.001117300271987915,333.59065301244567
0.001707315444946289,0.001311173677444458,2.2565455436706543,1000,699.02374,581,581000,0.0009190824031829834,443.256313355484
0.0013003349304199219,0.0016095354557037354,2.6606438159942627,1000,731.8012,585,585000,0.0010220441818237305,375.9232598519665
